InChI Key,SMILES,DrugBank ID,Target uniprot,Target organism,Target actions,Target cellular location,ATC Codes,CAS Number
AIXAANGOTKPUOY-UHFFFAOYSA-N,[Cl-].C[N+](C)(C)CCOC(N)=O,DB00411,P11229; P08172; Q15822; P47712; P22303; P20309; P08173,Human,agonist; inducer,Cell membrane; Cell junction; Cytoplasm,N07AB01; S01EB02,51-83-2
GGXKWVWZWMLJEH-UHFFFAOYSA-N,CC(=O)OCC(CCN1C=NC2=CN=C(N)N=C12)COC(C)=O,DB00426,P04293; P09252; Q06278; P08684,HHV-1; HHV-3; Human,inhibitor; substrate,Host nucleus; Cytoplasm; Endoplasmic reticulum membrane,S01AD07; J05AB09,104227-87-4
ZSJLQEPLLKMAKR-GKHCUFPYSA-N,CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,DB00428,P08183; P11168; Q89ZI2; P04798; P05177; P05181; O60502,Human; Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482),cross-linking/alkylation; inducer; ligand; antagonist,Cell membrane; Membrane; Endoplasmic reticulum membrane; Nucleus,L01AD04,18883-66-4
JJCFRYNCJDLXIK-UHFFFAOYSA-N,CN1CCC(CC1)=C1C2=CC=CC=C2C=CC2=CC=CC=C12,DB00434,P28223; P35367; P11229; P08172; P20309; P28335; P35503; P34969,Human,antagonist; substrate,Cell membrane; Microsome,R06AX02,129-03-3
OFCNXPDARWKPPY-UHFFFAOYSA-N,O=C1N=CN=C2NNC=C12,DB00437,P47989; Q8TCC7; Q9Y694; Q06278,Human,inhibitor; substrate,Cytoplasm; Basolateral cell membrane,M04AA01; M04AA51,315-30-0
SEERZIQQUAZTOL-ANMDKAQQSA-N,COCC1=C(C2=CC=C(F)C=C2)C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)=C(C(C)C)N=C1C(C)C,DB00439,P04035; P10632; P08684; P10635; P11712; P33261; P20815; P24462; P08183; Q92887; Q9UNQ0; Q9Y6L6; P20813,Human,inhibitor; substrate; inducer,Endoplasmic reticulum membrane; Cell membrane; Apical cell membrane; Basolateral cell membrane,C10AA06,145599-86-6
IEDVJHCEMCRBQM-UHFFFAOYSA-N,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,DB00440,P04818; P00374; P10632; P11712; P08684; P08183,Human,inhibitor; substrate; inducer,Nucleus; Endoplasmic reticulum membrane; Cell membrane,J01EE07; J01EE05; J01EA01; J01EE01; J01EE04; J01EE03; J01EE02,738-70-5
QDGZDCVAUDNJFG-FXQIFTODSA-N,NC1=NC(=O)C2=C(N1)N(C=N2)[C@H]1C[C@H](O)[C@@H](CO)C1=C,DB00442,,Human,other,,J05AF10,142217-69-4
WIIZWVCIJKGZOK-RKDXNWHRSA-N,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,DB00446,P08174; P24093; P33261; P08684; P20815; P24462; Q4U2R8; P0ADY7; P00484; P26841; Q56148; P10632; P11712,Human; Escherichia coli; Escherichia coli (strain K12); Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228); Streptomyces venezuelae (strain ATCC 10712 / CBS 650.69 / DSM 40230 / JCM 4526 / NBRC 13096 / PD 04745),other; antagonist; substrate; inhibitor,Cell membrane; Fimbrium; Endoplasmic reticulum membrane,J01BA01; G01AA05; S01AA01; S02AA01; D10AF03; D06AX02; S03AA08,56-75-7
IENZQIKPVFGBNW-UHFFFAOYSA-N,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1,DB00457,P35348; P35368; P25100; Q12809; Q9H252; Q9NS40; P02763; O15244; O15245; O75751; P08183; Q9UNQ0; P04798; P08913; P18089,Human,antagonist; inhibitor; substrate; binder,Nucleus membrane; Cell membrane; Membrane; Secreted; Basolateral cell membrane; Endoplasmic reticulum membrane,C02CA01; C02LE01,19216-56-9
IHUNBGSDBOWDMA-AQFIFDHZSA-N,COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1,DB00459,P10276; P28702; P13631; P10826; P48443; P19793; P02768; P09455; O43174,Human,agonist; substrate,Nucleus; Secreted; Cytoplasm; Endoplasmic reticulum membrane,D05BB02,55079-83-9
IDYZIJYBMGIQMJ-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1,DB00467,P43700; P43702; P11388; P05177,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd); Human,inhibitor,Cytoplasm; Cell membrane; Endoplasmic reticulum membrane,J01MA04,74011-58-8
LKCWBDHBTVXHDL-RMDFUYIESA-N,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,DB00479,P0A7S3,Escherichia coli (strain K12); Enteric bacteria and other eubacteria,inhibitor,Cytoplasmic,J01RA06; S01AA21; D06AX12; J01GB06,37517-28-5
UUVWYPNAQBNQJQ-UHFFFAOYSA-N,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,DB00488,,Human,other/unknown,,L01XX03,645-05-6
LNEPOXFFQSENCJ-UHFFFAOYSA-N,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,DB00502,P14416; Q13224; P21728; P05177; P10635; P28223; P35462; P08684; P20815; P24462; P08183; P16152; O60656; P04798; P33261; P11712; Q99705; Q05940,Human,antagonist; substrate; inhibitor; inducer; other/unknown; inverse agonist,Cell membrane; Endoplasmic reticulum membrane; Cytoplasm; Microsome; Cytoplasmic vesicle membrane,N05AD01,52-86-8
OZYUPQUCAUTOBP-QXAKKESOSA-N,[H][C@@]12CCCC[C@@]11CCN(CC=C)[C@@H]2CC2=C1C=C(O)C=C2,DB00504,P35372,Human,partial agonist,Cell membrane,,152-02-3
SLXKOJJOQWFEFD-UHFFFAOYSA-N,NCCCCCC(O)=O,DB00513,P00747; P00750; P08519; Q06278,Human,inhibitor; antagonist; other; substrate,Secreted; Cytoplasmic; Cytoplasm,B02AA01,60-32-2
DQLATGHUWYMOKM-UHFFFAOYSA-L,N[Pt](N)(Cl)Cl,DB00515,O15438; O15440; Q92887; O15244; O15431; O15432; O95255; P08183; P35670; Q04656; P35354; P05164; P47989; P9WJI5; P11712; P20813; P06276; Q02928; Q9UNQ0; P30711; P04731; P02795; P00441; P09211; P15559; P09488; P29372; P01023; P02768; P02787; O00244,Human; Mycobacterium tuberculosis,cross-linking/alkylation; inducer; substrate; inhibitor,Membrane; Apical cell membrane; Cell membrane; Basolateral cell membrane; Golgi apparatus; Microsome membrane; Lysosome; Cytoplasm; Endoplasmic reticulum membrane; Secreted,L01XA01,15663-27-1
HXHWSAZORRCQMX-UHFFFAOYSA-N,CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,DB00518,Q71U36; P68371; P08684; P83223; P08183; P04798; P05177; F1L7U3,Human; Shewanella oneidensis (strain MR-1); Pig roundworm,inhibitor; substrate; inducer,Cytoplasm; Endoplasmic reticulum membrane; Periplasm; Cell membrane,P02CA03,54965-21-8
LWAFSWPYPHEXKX-UHFFFAOYSA-N,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2,DB00521,P07550; P08588; P10635,Human,antagonist; partial agonist; substrate; inhibitor,Cell membrane; Endoplasmic reticulum membrane,S01ED55; S01ED05; C07AA15,51781-06-7
MYSWGUAQZAJSOK-UHFFFAOYSA-N,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,DB00537,P43700; P43702; P11388; P05177; P08684; P20815; P24462; P08183; Q12809; P0AES4; P0C1U9; Q59192; P05653; C3T8E2; B4YQT9; P20831,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd); Human; Escherichia coli (strain K12); Staphylococcus aureus; Bacillus subtilis (strain 168); Escherichia coli; Mycobacterium tuberculosis,inhibitor; substrate,Cytoplasm; Cell membrane; Endoplasmic reticulum membrane; Cell inner membrane,J01MA02; J01RA11; S02AA15; J01RA12; S03AA07; S01AE03; J01RA10,85721-33-1
OGWKCGZFUXNPDA-XQKSVPLYSA-N,[H][C@@]12N3CC[C@@]11C4=CC(=C(OC)C=C4N(C=O)[C@@]1([H])[C@](O)([C@H](OC(C)=O)[C@]2(CC)C=CC3)C(=O)OC)[C@]1(C[C@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=CC=CC=C21)C(=O)OC,DB00541,P07437; P08684; P20815; P24462; P08183; O15438; O75751; P33527; Q5T3U5; Q92887; O95342; Q9UNQ0; P68366; Q15311,Human,inhibitor; substrate; inducer,Cytoplasm; Endoplasmic reticulum membrane; Cell membrane; Membrane; Apical cell membrane,L01CA02,57-22-7
XPCFTKFZXHTYIP-PMACEKPBSA-N,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCC2=CC=CC=C2N(CC(O)=O)C1=O,DB00542,P12821; P42898; P46059; Q16348,Human,inhibitor; substrate,Secreted; Membrane,C09AA07; C09BA07,86541-75-5
VWVSBHGCDBMOOT-IIEHVVJPSA-N,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB00547,P04150,Human,agonist,Cytoplasm,D07XC02; D07AC03,382-67-2
FPZLLRFZJZRHSY-HJYUBDRYSA-N,[H][C@@]12CC3=C(C=C(NC(=O)CNC(C)(C)C)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2)N(C)C,DB00560,P0A7X3; P0AG59; P0A7S9; P0A7U3; P0A7S3,Escherichia coli (strain K12); Enteric bacteria and other eubacteria,adduct,Cytoplasmic,J01AA20; J01AA12,220620-09-7
RDJGLLICXDHJDY-UHFFFAOYSA-N,CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1,DB00573,P23219; P35354; P02768; Q07869; P37231,Human,inhibitor; activator,Microsome membrane; Secreted; Nucleus,M01AE04,29679-58-1
FPPNZSSZRUTDAP-UWFZAAFLSA-N,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C(O)=O)C1=CC=CC=C1)C(O)=O,DB00578,Q4U2R8; P47712,Human; Gram positive and gram negative bacteria,inhibitor,Cell membrane; Cytoplasm,J01CR50; J01CA03,4697-36-3
SGXXNSQHWDMGGP-UHFFFAOYSA-N,CNC(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O,DB00585,P25021; P08183; P06276,Human,antagonist; substrate; inhibitor,Cell membrane; Secreted,A02BA04,76963-41-2
DCOPUUMXTXDBNB-UHFFFAOYSA-N,OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,DB00586,P23219; P35354; P02766; P11712; P33261; P05177; P10632; P22309; P02768; O15439; P08183; P33527; Q4U2R8; Q8TCC7; Q9NYB5; Q9NSA0; P16662; P08684; P04798; P20813; P33260; P05181; P09917; P35499; P78348; O43526; O43525; P14555,Human,inhibitor; substrate; potentiator; other,Microsome membrane; Secreted; Endoplasmic reticulum membrane; Microsome; Membrane; Cell membrane; Basolateral cell membrane; Cytoplasm,M01AB05; S01BC03; M01AB55; M02AA15; S01CC01; D11AX18,15307-86-5
BZMKNPGKXJAIDV-VAWYXSNFSA-N,CCC(CC)(CC(=O)NC1=CC=CC(\C=C\C2=NC(=CS2)C2CCC2)=C1)C(O)=O,DB00587,Q9Y271,Human,antagonist,Cell membrane,,128312-51-6
HAPOVYFOVVWLRS-UHFFFAOYSA-N,CCC1(C)CC(=O)NC1=O,DB00593,O43497; P08684; P05181; Q9HB55; P20815; P24462,Human,inhibitor; substrate,Membrane; Endoplasmic reticulum membrane,N03AD51; N03AD01,77-67-8
IUJDSEJGGMCXSG-UHFFFAOYSA-N,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,DB00599,P14867; O00519; P47869; P34903; P48169; P31644; Q16445; P43681; P36544; P42262; Q13002; P05181; P08684; P20309,Human,potentiator; inhibitor; antagonist,Cell junction; Endomembrane system; Cell membrane; Endoplasmic reticulum membrane,N05CA19; N01AF03; N05CB01,76-75-5
DCSUBABJRXZOMT-IRLDBZIGSA-N,CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC,DB00604,Q13639; P46098; Q12809; P28223; P08684; P20815; P24462; P05177; P11509; P20813; P33261; P10632; P11712; P10635,Human,agonist; inhibitor; substrate,Cell membrane; Cell junction; Endoplasmic reticulum membrane,A03FA02,81098-60-4
BOCUKUHCLICSIY-UHFFFAOYSA-N,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C1CC2CC1C=C2,DB00606,P54710; P00915; P00918; P22748; Q4U2R8; Q6FHJ7,Human,inhibitor,Membrane; Cytoplasm; Cell membrane; Secreted,C03AA09; G01AE10; C03AB09,2259-96-3
VHYCDWMUTMEGQY-UHFFFAOYSA-N,CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1,DB00612,P08588; P07550; P10635; P08684,Human,antagonist; substrate,Cell membrane; Endoplasmic reticulum membrane,C07BB07; C09BX02; C07FB07; C07AB57; C07AB07,66722-44-9
PLHJDBGFXBMTGZ-WEVVVXLNSA-N,[O-][N+](=O)C1=CC=C(O1)C=NN1CCOC1=O,DB00614,P27338; P21397,Human,cross-linking/alkylation; inhibitor,Mitochondrion outer membrane,G01AX06,67-45-8
QSLJIVKCVHQPLV-PEMPUTJUSA-N,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)OC[C@]12C,DB00621,P10275,Human,agonist,Nucleus,A14AA08,53-39-4
ZBBHBTPTTSWHBA-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1,DB00622,Q13936; P08684; P11712; P33261; P10632; P10635; Q01064; P54750; P35348; P25100; P35368; P11229; P08172; P20309; P08173; P08912; P54289; Q08289; Q01668; P0DP23; P08183; P20813; P05181; P20815,Human,inhibitor; substrate; inducer; antagonist; other/unknown,Membrane; Endoplasmic reticulum membrane; Cytoplasm; Cytoplasmic; Nucleus membrane; Cell membrane,C08CA04,55985-32-5
XDDJGVMJFWAHJX-UHFFFAOYSA-N,OC(=O)C1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,DB00628,P30536; P08684; P14867; P47869; P34903; P48169; P31644; Q16445; P18505; P47870; P28472; O14764; P78334; Q8N1C3; P18507; Q99928; O00591; Q9UN88,Human,agonist; substrate; positive allosteric modulator,Mitochondrion membrane; Endoplasmic reticulum membrane; Cell junction,,23887-31-2
WDZVGELJXXEGPV-YIXHJXPBSA-N,NC(N)=NN=CC1=C(Cl)C=CC=C1Cl,DB00629,P08913; P05177; P18089,Human,agonist; substrate; binder,Cell membrane; Endoplasmic reticulum membrane,,5051-62-7
NOPFSRXAKWQILS-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCO,DB00632,P03200; P68344,HHV-4,intercalation,Virion membrane,D06BB11,661-19-8
SKIVFJLNDNKQPD-UHFFFAOYSA-N,CC(=O)NS(=O)(=O)C1=CC=C(N)C=C1,DB00634,P0AC13; P0C002; P53848,Escherichia coli (strain K12); Escherichia coli; Baker's yeast,inhibitor,Mitochondrion membrane,S01AB04; D10AF06; G01AE10,144-80-9
GXDALQBWZGODGZ-UHFFFAOYSA-N,COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1,DB00637,P35367; Q12809; P08684; P20815; P24462; P08183; P10635; P51589; O95259; P10636,Human,antagonist; inhibitor; substrate,Cell membrane; Endoplasmic reticulum membrane; Cytoplasm,R06AX11,68844-77-9
WBXPDJSOTKVWSJ-ZDUSSCGKSA-N,[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(CCC2=CNC3=C2C(O)=NC(=N)N3)C=C1)C(O)=O,DB00642,P04818; P00374; P22102; P27707; P31939; Q99808,Human,inhibitor; inducer,Nucleus; Cytoplasmic; Basolateral cell membrane,L01BA04,137281-23-3
VOKSWYLNZZRQPF-GDIGMMSISA-N,C[C@H]1[C@H]2CC3=CC=C(O)C=C3[C@]1(C)CCN2CC=C(C)C,DB00652,P35372; P41145; Q99720,Human,antagonist; agonist,Cell membrane; Nucleus inner membrane,N02AD01,359-83-1
KXRZBTAEDBELFD-UHFFFAOYSA-N,COC1=NC=CN=C1NS(=O)(=O)C1=CC=C(N)C=C1,DB00664,Q27738,Plasmodium falciparum,inhibitor,,G01AE10; J01ED02,152-47-6
KQKPFRSPSRPDEB-UHFFFAOYSA-N,CNS(=O)(=O)CC1=CC2=C(NC=C2CCN(C)C)C=C1,DB00669,P28221; P28222; P30939; P21397; P08908; P46721; P08183; Q9UNQ0; Q9Y6L6,Human,agonist; substrate; inducer; inhibitor,Cell membrane; Mitochondrion outer membrane; Basolateral cell membrane,N02CC01; G01AE10,103628-46-2
RMHMFHUVIITRHF-UHFFFAOYSA-N,CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=C2N=CC=C3)CC1,DB00670,P11229,Human,antagonist,Cell membrane,A02BX03,28797-61-7
ATALOFNDEOCMKK-OITMNORJSA-N,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,DB00673,P25103; P08684; P11712; P20815; P24462; P05177; P33261,Human,antagonist; substrate; inhibitor; inducer,Cell membrane; Endoplasmic reticulum membrane,A04AD12,170729-80-3
SESFRYSPDFLNCH-UHFFFAOYSA-N,O=C(OCC1=CC=CC=C1)C1=CC=CC=C1,DB00676,,,,,P03AX01,120-51-4
KLBQZWRITKRQQV-UHFFFAOYSA-N,CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1,DB00679,P35348; P14416; P28223; P21728; P33261; P10635; P35368; Q12809; P05177; P10632; P11712; P05181,Human,antagonist; substrate; inhibitor,Nucleus membrane; Cell membrane; Endoplasmic reticulum membrane,N05AC02,50-52-2
FUBVWMNBEHXPSU-UHFFFAOYSA-N,CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN2CCOCC2)C=C1,DB00680,Q14524,Human,inhibitor,Membrane,C01BG01,31883-05-3
FCCNSUIJIOOXEZ-SJYYZXOBSA-N,O[C@@H]1CO[C@@H](O[C@@H]2CO[C@@H](O)[C@H](OS(O)(=O)=O)[C@H]2OS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H]1OS(O)(=O)=O,DB00686,P05230; P08620; P09038,Human,antagonist; inhibitor,Secreted,C05BA04; G04BX15,37300-21-3
DRHKJLXJIQTDTD-OAHLLOKOSA-N,CCOC1=CC=CC=C1OCCN[C@H](C)CC1=CC(=C(OC)C=C1)S(N)(=O)=O,DB00706,P35348; P25100; P35368; P02763; P10635; P08684,Human,antagonist; substrate,Nucleus membrane; Cell membrane; Secreted; Endoplasmic reticulum membrane,G04CA02; G04CA53; G04CA52,106133-20-4
RQTOOFIXOKYGAN-UHFFFAOYSA-N,CCCC1=C2N(CC)C(=CC(=O)C2=CC2=C1OC(=CC2=O)C(O)=O)C(O)=O,DB00716,Q9Y271; Q9NS75; Q13258; P21462; P07900,Human,suppressor; antagonist; unknown,Cell membrane; Cytoplasm,R03BC03; S01GX04; R01AC07,69049-73-6
XXZSQOVSEBAPGS-UHFFFAOYSA-L,[O-]S(=O)(=O)C1=CC=CC=C1.[O-]S(=O)(=O)C1=CC=CC=C1.COC1=CC2=C(C=C1OC)C(CC1=CC(OC)=C(OC)C=C1)[N+](C)(CCC(=O)OCCCCCOC(=O)CC[N+]1(C)CCC3=C(C=C(OC)C(OC)=C3)C1CC1=CC(OC)=C(OC)C=C1)CC2,DB00732,Q15822,Human,inhibitor,Cell junction,,64228-81-5
SUBDBMMJDZJVOS-DEOSSOPVSA-N,COC1=CC2=C(NC(=N2)[S@@](=O)CC2=NC=C(C)C(OC)=C2C)C=C1,DB00736,P20648; P33261; P08684,Human,inhibitor; substrate,Cell membrane; Endoplasmic reticulum membrane,M01AE52; A02BC05; A02BD06,119141-88-7
OCJYIGYOJCODJL-UHFFFAOYSA-N,CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1,DB00737,P35367; P05177; Q14994,Human,antagonist; inhibitor; inverse agonist,Cell membrane; Endoplasmic reticulum membrane; Nucleus,R06AE55; R06AE05,569-65-3
YFGHCGITMMYXAQ-UHFFFAOYSA-N,NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,DB00745,Q01959; P35368; P08684; P33261; P05177; P20813; P11712; P20815,Human,inhibitor; partial agonist; substrate; inducer,Cell membrane; Nucleus membrane; Endoplasmic reticulum membrane,N06BA07,68693-11-8
UBQYURCVBFRUQT-UHFFFAOYSA-N,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,DB00746,P47989; P05067,Human,inhibitor; chelator,Cytoplasm; Membrane,V03AC01,70-51-9
GKTWGGQPFAXNFI-HNNXBMFYSA-N,[H][C@@](N1CCC2=C(C1)C=CS2)(C(=O)OC)C1=CC=CC=C1Cl,DB00758,Q9H244; P08684; P20813; P20815; P33261; P11712; P05177; P10632; P23141; P08183,Human,antagonist; substrate; inhibitor,Cell membrane; Endoplasmic reticulum membrane; Endoplasmic reticulum lumen,B01AC04,113665-84-2
DMJNNHOOLUXYBV-PQTSNVLCSA-N,[H][C@]1([C@@H](C)O)C(=O)N2C(C(O)=O)=C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)[C@H](C)[C@]12[H],DB00760,P24228; P14489,Escherichia coli (strain K12); Pseudomonas aeruginosa,inhibitor; substrate,Periplasm; Cytoplasmic,J01DH02,119478-56-7
HZZVJAQRINQKSD-PBFISZAISA-N,[H][C@@]12CC(=O)N1[C@@H](C(O)=O)\C(O2)=C\CO,DB00766,P00807,Staphylococcus aureus,inhibitor,Cytoplasmic,,58001-44-8
JXSJBGJIGXNWCI-UHFFFAOYSA-N,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,DB00772,P06276; P05177; P20813,Human,inhibitor; substrate,Secreted; Endoplasmic reticulum membrane,P03AX03,121-75-5
DMDGGSIALPNSEE-UHFFFAOYSA-N,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F,DB00774,Q13621; P05023; P22748; Q12791; P00918; P00915; Q16790; O43570,Human,inhibitor; other/unknown,Membrane; Cell membrane; Cytoplasm; Nucleus,C03AB02; C03AA02; C03AH02; G01AE10,135-09-1
VOXZDWNPVJITMN-ZBRFXRBCSA-N,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,DB00783,P03372; O75469; P04278; Q92731; P05177; P22309; P02768; P12104; P08684; P20815; P24462; O15244; O15245; O75751; O94956; P46721; Q5T3U5; Q9NSA0; Q9UNQ0; Q9Y6L6; P08183; P04798; Q16678; P33261; P10632; P11712; Q8TCC7; Q9NPD5; Q9NYB5; Q96BD0; P43681; Q15596; Q99527; P00846; Q14457; P37059; P62508,Human,agonist; substrate; inhibitor; inducer; ligand,Nucleus; Secreted; Endoplasmic reticulum membrane; Microsome; Cytoplasm; Membrane; Basolateral cell membrane; Cell membrane; Cell junction; Mitochondrion inner membrane,G03FA11; G03FA12; G03FA16; G03FB12; G03FA17; G03FA05; G03EA03; G03EA02; G03FA14; G03FB01; G03AB08; G03FA08; G03AA14; G03FB09; G03FB04; G03CA53; G03FA07; G03FB11; G03FB07; G03FB05; G03HB01; G03FB02; G03FA06; G03EA01; G03FB10; G03FA09; G03FA15; G03FA13; G03CA03; G03FB03; G02BB01; G03FB08; G03FB06; G03FA04; G03FA10; G03FA03; G03FA02; G03FA01,50-28-2
JIVZKJJQOZQXQB-UHFFFAOYSA-N,C(C1=NCCN1)C1=CC=CC=C1,DB00797,P35348; P08913; P35367; P25021; P18825; P18089,Human,antagonist; agonist; binder,Nucleus membrane; Cell membrane,C04AB02; M02AX02,59-98-3
IDBPHNDTYPBSNI-UHFFFAOYSA-N,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,DB00802,P35372; P08684; P20815; P02763; P02768; P24462; P08183,Human,agonist; substrate; inhibitor,Cell membrane; Endoplasmic reticulum membrane; Secreted,N01AH02,71195-58-9
KCLANYCVBBTKTO-UHFFFAOYSA-N,CCCOC1=C(N)C=C(C=C1)C(=O)OCCN(CC)CC,DB00807,Q9Y5Y9,Human,inhibitor,Membrane,S01HA04,499-67-2
VYMDGNCVAMGZFE-UHFFFAOYSA-N,CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,DB00812,P35354; Q16647; P11712; Q4U2R8; Q8TCC7; Q9NSA0; P23219; P08684,Human,inhibitor; substrate; inducer,Microsome membrane; Endoplasmic reticulum membrane; Cell membrane; Basolateral cell membrane,M01AA01; M01BA01; M02AA01,50-33-9
LMOINURANNBYCM-UHFFFAOYSA-N,CC(C)NCC(O)C1=CC(O)=CC(O)=C1,DB00816,P07550,Human,agonist,Cell membrane,R03CB53; R03CB03; R03AB03,586-06-1
IBALRBWGSVJPAP-FXBPSFAMSA-N,OC(=N)CCC\N=C(\C1=CC=C(Cl)C=C1)C1=C(O)C=CC(F)=C1,DB00837,P14867; Q9UBS5,Human,agonist,Cell junction; Cell membrane,N03AG05,62666-20-0
ADEBPBSSDYVVLD-UHFFFAOYSA-N,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1,DB00843,P22303; P28223; P08684; P10635; P11712,Human,inhibitor; other/unknown; substrate,Cell junction; Cell membrane; Endoplasmic reticulum membrane,N06DA02; N06DA52; N06DA53,120014-06-4
RGCVKNLCSQQDEP-UHFFFAOYSA-N,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,DB00850,P21728; P14416; P0DP23; P10635; P05177; P20813; P33260; P33261; P10632; P11712; P08684,Human,antagonist; inhibitor; substrate,Cell membrane; Cytoplasm; Endoplasmic reticulum membrane,N05AB03,58-39-9
FDKXTQMXEQVLRF-ZHACJKMWSA-N,CN(C)\N=N\C1=C(N=CN1)C(N)=O,DB00851,Q14181; P04798; P05177; P05181; P52209,Human,other/unknown; substrate; inhibitor; cross-linking/alkylation,Nucleus; Endoplasmic reticulum membrane; Cytoplasm,L01AX04,3/4/4342
DOMXUEMWDBAQBQ-WEVVVXLNSA-N,CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12,DB00857,Q14534; P10635; P11712; P05177; P08684; P10632; P33261; P23219; P05108; P11511,Human,inhibitor; substrate; inducer,Microsome membrane; Endoplasmic reticulum membrane; Mitochondrion membrane; Membrane,D01BA02; D01AE15,91161-71-6
